folder,animal,treatment,antibody,image,profile_id,density,area_um2,n_particles,dist_to_symmetric_nm,dist_to_asymmetric_nm,closer_terminal,distance_diff_nm,n_symmetric_terminals,n_asymmetric_terminals
J1 iba gaba GA1 hippo,GA1,Control,GABA,Tv75.tif,491,25.317718377346925,0.039498029999999996,1,,921.2912080335946,asymmetric,,0,1
J1 iba gaba GA1 hippo,GA1,Control,GABA,Tv21.tif,464,27.659050450046557,0.32539078,9,,,none,,0,0
J1 iba gaba GA1 hippo,GA1,Control,GABA,Tv14.tif,460,19.196317992638463,0.15627997000000005,3,0.0,,symmetric,,1,0
J1 iba gaba GA1 hippo,GA1,Control,GABA,Tv15.tif,461,12.71859387677606,0.31450017500000005,4,,,none,,0,0
J1 iba gaba GA1 hippo,GA1,Control,GABA,Tv6.tif,488,1.9786116042800528,0.5054049000000002,1,,,none,,0,0
J1 iba gaba GA1 hippo,GA1,Control,GABA,Tv18.tif,462,71.42007116474441,0.168019995,12,5.602572938339214,,symmetric,,3,0
J1 iba gaba GA1 hippo,GA1,Control,GABA,Tv27.tif,470,13.976167817136425,0.9301548299999999,13,,221.82393919502917,asymmetric,,0,1
J1 iba gaba GA1 hippo,GA1,Control,GABA,Tv26.tif,469,29.473132390756362,0.10178762,3,513.7565279390619,,symmetric,,1,0
J1 iba gaba GA1 hippo,GA1,Control,GABA,Tv13.tif,459,0.0,0.08268172000000003,0,,,none,,0,0
J1 iba gaba GA1 hippo,GA1,Control,GABA,Tv12.tif,458,19.957868938670465,0.55116105,11,,,none,,0,0
J1 iba gaba GA1 hippo,GA1,Control,GABA,Tv46.tif,486,40.40808121216163,0.3464653499999999,14,25.510442194211503,,symmetric,,1,0
J1 iba gaba GA1 hippo,GA1,Control,GABA,Tv30.tif,473,22.863692760745156,0.1312124000000001,3,,,none,,0,0
J1 iba gaba GA1 hippo,GA1,Control,GABA,Tv78.tif,493,22.349221674386925,0.17897715,4,541.4077970122106,,symmetric,,1,0
J1 iba gaba GA1 hippo,GA1,Control,GABA,Tv73.tif,489,34.62048128285224,0.14442318,5,,,none,,0,0
J1 iba gaba GA1 hippo,GA1,Control,GABA,Tv4.tif,482,18.269557732830098,0.328415175,6,0.0,,symmetric,,1,0
J1 iba gaba GA1 hippo,GA1,Control,GABA,Tv5.tif,487,14.715334250172237,0.13591264499999997,2,,91.11126206716543,asymmetric,,0,2
J1 iba gaba GA1 hippo,GA1,Control,GABA,Tv29.tif,471,35.91370941212129,0.4733568400000002,17,0.0,72.44057207641734,symmetric,72.44057207641734,1,1
J1 iba gaba GA1 hippo,GA1,Control,GABA,Tv23.tif,466,12.701563492607335,0.07873046500000004,1,202.39999999999986,,symmetric,,1,0
J1 iba gaba GA1 hippo,GA1,Control,GABA,Tv22.tif,465,9.20239379108969,0.4346695100000002,4,38.235392053429365,,symmetric,,1,0
J1 iba gaba GA1 hippo,GA1,Control,GABA,Tv76.tif,492,9.811139970579333,0.10192495500000001,1,,,none,,0,0
J1 iba gaba GA1 hippo,GA1,Control,GABA,gaba iba.tif,474,8.399151605056032,0.5952982200000001,5,,,none,,0,0
J1 iba gaba GA1 hippo,GA1,Control,GABA,Tv34.tif,477,14.584793483855972,0.47995194500000005,7,,0.0,asymmetric,,0,3
J1 iba gaba GA1 hippo,GA1,Control,GABA,Tv39.tif,481,27.15446955780304,0.11047905000000001,3,,0.0,asymmetric,,0,1
J1 iba gaba GA1 hippo,GA1,Control,GABA,Tv38.tif,480,61.56177292981093,0.048731540000000025,3,564.5743972232535,0.0,asymmetric,-564.5743972232535,1,1
J1 iba gaba GA1 hippo,GA1,Control,GABA,Tv44.tif,485,16.514227956953018,0.18166153500000004,3,370.3503077796978,,symmetric,,2,0
J1 iba gaba GA1 hippo,GA1,Control,GABA,Tv33.tif,476,22.47457423323777,0.3559577999999998,8,,,none,,0,0
J1 iba gaba GA1 hippo,GA1,Control,GABA,Tv32.tif,475,9.464443874719974,0.3169758350000001,3,0.0,441.94470560410787,symmetric,441.94470560410787,2,1
J1 iba gaba GA1 hippo,GA1,Control,GABA,Tv10.tif,456,17.813206945746,0.3929668600000002,7,,215.56913044311335,asymmetric,,0,1
J1 iba gaba GA1 hippo,GA1,Control,GABA,Tv11.tif,457,9.809786161744219,0.40775608500000005,4,538.4216284660191,63.1164318678941,asymmetric,-475.305196598125,1,1
J1 iba gaba GA1 hippo,GA1,Control,GABA,Tv82.tif,494,20.937267236474398,0.143285175,3,,420.6561660073462,asymmetric,,0,1
J1 iba gaba GA1 hippo,GA1,Control,GABA,Tv3.tif,472,38.72575235423529,0.2840487100000001,11,,,none,,0,0
J1 iba gaba GA1 hippo,GA1,Control,GABA,Tv2.tif,463,26.430972172653128,0.3783440100000001,10,,,none,,0,0
J1 iba gaba GA1 hippo,GA1,Control,GABA,Tv9.tif,495,9.674621873277973,0.7235424899999991,7,,0.0,asymmetric,,0,2
J1 iba gaba GA1 hippo,GA1,Control,GABA,Tv24.tif,467,25.694361205420115,0.23351427000000005,6,,,none,,0,0
J1 iba gaba GA1 hippo,GA1,Control,GABA,Tv25.tif,468,10.943554350451354,0.09137798999999996,1,,58.84365809893878,asymmetric,,0,1
J2 iba gaba GA2 hippo,GA2,Control,GABA,Tv37.tif,579,24.522900833557912,0.040778210000000016,1,1181.2996232963083,,symmetric,,1,0
J2 iba gaba GA2 hippo,GA2,Control,GABA,Tv37.tif,580,26.265782534160774,0.2284340850000001,6,150.3920917280087,,symmetric,,1,0
J2 iba gaba GA2 hippo,GA2,Control,GABA,Tv66.tif,597,23.17962307151332,0.17256535999999992,4,,,none,,0,0
J2 iba gaba GA2 hippo,GA2,Control,GABA,Tv66.tif,596,0.0,0.17240201000000002,0,,,none,,0,0
J2 iba gaba GA2 hippo,GA2,Control,GABA,Tv56.tif,588,11.748523088054544,1.9576928800000006,23,0.0,,symmetric,,1,0
J2 iba gaba GA2 hippo,GA2,Control,GABA,Tv20.tif,569,34.23768175287344,0.087622755,3,,,none,,0,0
J2 iba gaba GA2 hippo,GA2,Control,GABA,Tv21.tif,570,0.0,0.033499455000000004,0,,364.00693674709004,asymmetric,,0,1
J2 iba gaba GA2 hippo,GA2,Control,GABA,Tv7.tif,598,23.260124309893747,1.8486573600000002,43,,,none,,0,0
J2 iba gaba GA2 hippo,GA2,Control,GABA,Tv6.tif,590,42.37126774674205,0.18880719000000004,8,,,none,,0,0
J2 iba gaba GA2 hippo,GA2,Control,GABA,Tv6.tif,591,21.223504084812024,1.6491150500000007,35,,,none,,0,0
J2 iba gaba GA2 hippo,GA2,Control,GABA,Tv63.tif,595,8.232684647179243,0.36440118000000005,3,,,none,,0,0
J2 iba gaba GA2 hippo,GA2,Control,GABA,Tv62.tif,594,83.46349774931407,0.10783156999999997,9,,,none,,0,0
J2 iba gaba GA2 hippo,GA2,Control,GABA,Tv51.tif,586,17.869495145662295,0.44769032000000003,8,25.693530784353218,14.077924134016538,asymmetric,-11.61560665033668,1,2
J2 iba gaba GA2 hippo,GA2,Control,GABA,Tv26.tif,573,19.331172366011774,0.10345984000000003,2,,,none,,0,0
J2 iba gaba GA2 hippo,GA2,Control,GABA,Tv47.tif,584,15.669871902401262,0.31908365500000013,5,372.71175189414146,,symmetric,,2,0
J2 iba gaba GA2 hippo,GA2,Control,GABA,Tv30.tif,576,11.339179171560703,0.970087855,11,,,none,,0,0
J2 iba gaba GA2 hippo,GA2,Control,GABA,Tv25(2).tif,572,56.470293925409294,0.28333481000000005,16,723.3685644261853,,symmetric,,1,0
J2 iba gaba GA2 hippo,GA2,Control,GABA,Tv4.tif,582,18.44798955938396,2.1140515,39,,,none,,0,0
J2 iba gaba GA2 hippo,GA2,Control,GABA,Tv5.tif,585,17.115940573958287,2.103302465000001,36,,0.0,asymmetric,,0,1
J2 iba gaba GA2 hippo,GA2,Control,GABA,Tv29.tif,574,42.68878196013054,0.11712679000000004,5,368.95726699110946,,symmetric,,1,0
J2 iba gaba GA2 hippo,GA2,Control,GABA,Tv60.tif,592,0.0,0.02200142999999999,0,,,none,,0,0
J2 iba gaba GA2 hippo,GA2,Control,GABA,Tv61.tif,593,9.173575620920058,0.43603499500000004,4,,,none,,0,0
J2 iba gaba GA2 hippo,GA2,Control,GABA,Tv22.tif,571,12.475319918663404,0.16031653000000007,2,,,none,,0,0
J2 iba gaba GA2 hippo,GA2,Control,GABA,Tv13.tif,604,9.734196726298784,0.6163836800000003,6,,1.1626960346391315,asymmetric,,0,3
J2 iba gaba GA2 hippo,GA2,Control,GABA,Tv39.tif,581,13.522142102027807,0.22185834000000001,3,,0.0,asymmetric,,0,1
J2 iba gaba GA2 hippo,GA2,Control,GABA,Tv44.tif,583,28.79949405048853,0.3125054899999999,9,,,none,,0,0
J2 iba gaba GA2 hippo,GA2,Control,GABA,Tv33.tif,578,51.93561707744883,0.096273045,5,,,none,,0,0
J2 iba gaba GA2 hippo,GA2,Control,GABA,Tv32.tif,577,29.743797340041933,0.10086136500000005,3,,,none,,0,0
J2 iba gaba GA2 hippo,GA2,Control,GABA,Tv59.tif,589,21.90930260772735,0.09128542500000002,2,,,none,,0,0
J2 iba gaba GA2 hippo,GA2,Control,GABA,Tv3.tif,575,19.304592037569535,1.9166424199999998,37,956.8893614206402,,symmetric,,1,0
J2 iba gaba GA2 hippo,GA2,Control,GABA,Tv9.tif,600,28.448817650881924,1.476335520000002,42,,,none,,0,0
J2 iba gaba GA2 hippo,GA2,Control,GABA,Tv8.tif,599,28.787851144160186,2.2578969050000004,65,,,none,,0,0
J2 iba gaba GA2 hippo,GA2,Control,GABA,Tv53.tif,587,7.952249540699932,0.6287529050000003,5,124.30486716134646,,symmetric,,1,0
J3 iba gaba GA3 hippo,GA3,Control,GABA,Tv41.tif,689,14.067120331790948,1.3506673400000002,19,,,none,,0,0
J3 iba gaba GA3 hippo,GA3,Control,GABA,Tv37.tif,687,19.35195263298528,1.3952080450000002,27,,,none,,0,0
J3 iba gaba GA3 hippo,GA3,Control,GABA,Tv37.tif,688,0.0,0.016613905,0,,,none,,0,0
J3 iba gaba GA3 hippo,GA3,Control,GABA,Tv53.tif,703,77.58723358968584,0.038666155000000015,3,,31.223507483015077,asymmetric,,0,1
J3 iba gaba GA3 hippo,GA3,Control,GABA,Tv52.tif,701,50.05049469283325,0.07991928999999998,4,,,none,,0,0
J3 iba gaba GA3 hippo,GA3,Control,GABA,Tv52.tif,700,0.0,0.030230640000000013,0,,,none,,0,0
J3 iba gaba GA3 hippo,GA3,Control,GABA,Tv57.tif,706,10.0434915826878,0.19913393500000004,2,,,none,,0,0
J3 iba gaba GA3 hippo,GA3,Control,GABA,Tv56.tif,705,55.39431706008327,0.05415717999999999,3,,,none,,0,0
J3 iba gaba GA3 hippo,GA3,Control,GABA,Tv69.tif,713,39.687413114882055,0.22677214999999998,9,,,none,,0,0
J3 iba gaba GA3 hippo,GA3,Control,GABA,Tv20.tif,677,33.41576445494962,0.329185945,11,,297.3112064355381,asymmetric,,0,1
J3 iba gaba GA3 hippo,GA3,Control,GABA,Tv21.tif,678,31.094807757905745,0.35375681000000037,11,1226.7056778217016,0.0,asymmetric,-1226.7056778217016,1,1
J3 iba gaba GA3 hippo,GA3,Control,GABA,Tv14.tif,672,33.890889298629745,0.059012909999999995,2,562.5647784922197,167.36576045732647,asymmetric,-395.19901803489324,1,2
J3 iba gaba GA3 hippo,GA3,Control,GABA,Tv15.tif,673,31.063861941635817,0.064383495,2,92.64194514365516,,symmetric,,4,0
J3 iba gaba GA3 hippo,GA3,Control,GABA,Tv7.tif,714,15.840475907637483,0.44190591500000015,7,297.8854512144054,,symmetric,,1,0
J3 iba gaba GA3 hippo,GA3,Control,GABA,Tv45.tif,693,25.329163561997202,0.15792073000000006,4,,,none,,0,0
J3 iba gaba GA3 hippo,GA3,Control,GABA,Tv45.tif,692,45.6181149078118,0.08768446499999995,4,,,none,,0,0
J3 iba gaba GA3 hippo,GA3,Control,GABA,Tv6.tif,708,37.7424433023581,0.05299074000000002,2,149.94029023358672,,symmetric,,1,0
J3 iba gaba GA3 hippo,GA3,Control,GABA,Tv48.tif,696,19.616962460490207,0.15292887500000005,3,,,none,,0,0
J3 iba gaba GA3 hippo,GA3,Control,GABA,Tv48.tif,697,47.69564455297853,0.041932550000000006,2,,,none,,0,0
J3 iba gaba GA3 hippo,GA3,Control,GABA,Tv48.tif,695,80.26575187789254,0.049834454999999986,4,,,none,,0,0
J3 iba gaba GA3 hippo,GA3,Control,GABA,Tv50.tif,699,4.451744216755781,0.22463105500000005,1,,,none,,0,0
J3 iba gaba GA3 hippo,GA3,Control,GABA,Tv19.tif,675,27.392392308145,0.3650648650000003,10,,,none,,0,0
J3 iba gaba GA3 hippo,GA3,Control,GABA,Tv12.tif,671,15.463274086185251,0.12933871500000002,2,,689.0268644980398,asymmetric,,0,1
J3 iba gaba GA3 hippo,GA3,Control,GABA,Tv47.tif,694,61.45343519581621,0.04881745000000003,3,523.5179557570112,,symmetric,,1,0
J3 iba gaba GA3 hippo,GA3,Control,GABA,Tv30.tif,683,22.662502310343577,1.01489234,23,,,none,,0,0
J3 iba gaba GA3 hippo,GA3,Control,GABA,Tv22.tif,680,22.842154488000805,0.08755741500000004,2,,,none,,0,0
J3 iba gaba GA3 hippo,GA3,Control,GABA,Tv22.tif,679,25.486783687231448,0.5493043049999997,14,,,none,,0,0
J3 iba gaba GA3 hippo,GA3,Control,GABA,Tv17.tif,674,14.69740810840573,0.27215683,4,,,none,,0,0
J3 iba gaba GA3 hippo,GA3,Control,GABA,Tv29.tif,682,24.773085270736697,1.8568539000000004,46,,209.30372667489692,asymmetric,,0,3
J3 iba gaba GA3 hippo,GA3,Control,GABA,Tv60.tif,709,5.031467932530327,0.1987491550000001,1,,,none,,0,0
J3 iba gaba GA3 hippo,GA3,Control,GABA,Tv61.tif,710,16.789204071684196,0.6551829349999999,11,,,none,,0,0
J3 iba gaba GA3 hippo,GA3,Control,GABA,Tv55.tif,704,15.464359136853696,0.19399446000000006,3,,,none,,0,0
J3 iba gaba GA3 hippo,GA3,Control,GABA,Tv23.tif,681,17.714073022495462,0.39516603500000014,7,,,none,,0,0
J3 iba gaba GA3 hippo,GA3,Control,GABA,Tv49.tif,698,0.0,0.18075585,0,,,none,,0,0
J3 iba gaba GA3 hippo,GA3,Control,GABA,Tv43.tif,691,15.36651835415368,1.4316841000000005,22,713.3056848224329,,symmetric,,1,0
J3 iba gaba GA3 hippo,GA3,Control,GABA,Tv42.tif,690,22.250091698190403,0.08988727000000003,2,,,none,,0,0
J3 iba gaba GA3 hippo,GA3,Control,GABA,Tv35.tif,686,26.36272433694957,1.2138350950000003,32,,,none,,0,0
J3 iba gaba GA3 hippo,GA3,Control,GABA,Tv33.tif,685,24.055437012880574,1.0808367350000003,26,483.47596631063266,,symmetric,,1,0
J3 iba gaba GA3 hippo,GA3,Control,GABA,Tv32.tif,684,31.96902616961504,1.0009688700000001,32,,,none,,0,0
J3 iba gaba GA3 hippo,GA3,Control,GABA,Tv10.tif,669,23.47601507522369,0.29817667000000003,7,376.83790945179595,,symmetric,,1,0
J3 iba gaba GA3 hippo,GA3,Control,GABA,Tv11.tif,670,13.500274123066069,0.07407257,1,,7.359027101388541,asymmetric,,0,2
J3 iba gaba GA3 hippo,GA3,Control,GABA,Tv59.tif,707,15.618890939258788,0.12805006500000007,2,,,none,,0,0
J3 iba gaba GA3 hippo,GA3,Control,GABA,Tv2.tif,676,14.603846565562286,0.06847511000000002,1,429.61478572404724,76.62177262112884,asymmetric,-352.9930131029184,2,2
J3 iba gaba GA3 hippo,GA3,Control,GABA,Tv67.tif,712,17.82152050183263,0.168335805,3,,,none,,0,0
J3 iba gaba GA3 hippo,GA3,Control,GABA,Tv66.tif,711,10.858790818262552,0.09209128500000001,1,49.6098780486306,,symmetric,,1,0
J4 iba gaba GA4 hippo,GA4,Control,GABA,Tv107.tif,799,0.0,0.026873495000000018,0,,980.83944057474,asymmetric,,0,1
J4 iba gaba GA4 hippo,GA4,Control,GABA,Tv107.tif,798,12.129719097539196,0.08244214,1,,1335.1449097382651,asymmetric,,0,1
J4 iba gaba GA4 hippo,GA4,Control,GABA,Tv75.tif,784,51.112580313836354,0.215211205,11,,185.20255468211917,asymmetric,,0,1
J4 iba gaba GA4 hippo,GA4,Control,GABA,Tv108.tif,800,17.46311495431583,0.11452710500000005,2,,135.8177087128183,asymmetric,,0,2
J4 iba gaba GA4 hippo,GA4,Control,GABA,Tv87.tif,791,19.6976805461357,0.913813175,18,6.713012072486868,,symmetric,,1,0
J4 iba gaba GA4 hippo,GA4,Control,GABA,Tv103.tif,795,23.994259613330126,0.04167663499999997,1,384.39767168909856,,symmetric,,2,0
J4 iba gaba GA4 hippo,GA4,Control,GABA,Tv102.tif,794,15.793727600052263,0.12663255000000012,2,993.6532040908439,7.8025746245872245,asymmetric,-985.8506294662567,1,1
J4 iba gaba GA4 hippo,GA4,Control,GABA,Tv81.tif,787,19.664042585394498,0.254271215,5,,,none,,0,0
J4 iba gaba GA4 hippo,GA4,Control,GABA,Tv104.tif,796,55.82752671809478,0.14329848499999992,8,,,none,,0,0
J4 iba gaba GA4 hippo,GA4,Control,GABA,Tv79.tif,786,28.970088921204788,0.24162853000000004,7,,0.0,asymmetric,,0,2
J4 iba gaba GA4 hippo,GA4,Control,GABA,Tv85.tif,790,21.047376381391928,0.14253558000000002,3,660.3784748157681,711.0953381931289,symmetric,50.71686337736082,1,1
J4 iba gaba GA4 hippo,GA4,Control,GABA,Tv93.tif,792,16.607812730303653,0.12042525000000001,2,830.2435365602071,,symmetric,,1,0
J4 iba gaba GA4 hippo,GA4,Control,GABA,Tv76.tif,785,18.427152685889947,0.21707097500000003,4,192.49999999999997,,symmetric,,3,0
J4 iba gaba GA4 hippo,GA4,Control,GABA,Tv110.tif,801,32.372049373687844,0.24712677000000002,8,93.91964650700076,,symmetric,,1,0
J4 iba gaba GA4 hippo,GA4,Control,GABA,Tv95.tif,793,17.905968313609005,0.949404115,17,,0.0,asymmetric,,0,1
J4 iba gaba GA4 hippo,GA4,Control,GABA,Tv82.tif,788,12.357520873706381,0.16184476000000003,2,,,none,,0,0
J4 iba gaba GA4 hippo,GA4,Control,GABA,Tv83.tif,789,19.891121965696364,0.20109474000000005,4,,0.0,asymmetric,,0,1
J4 iba gaba GA4 hippo,GA4,Control,GABA,Tv106.tif,797,29.96379025766313,0.06674722999999999,2,58.34149466717499,247.36825995766466,symmetric,189.02676529048966,1,1
K1 iba gaba LPS1 hippo,LPS1,LPS,GABA,Tv36.tif,31,21.7342874685532,0.0920205,2,,87.11555544218267,asymmetric,,0,2
K1 iba gaba LPS1 hippo,LPS1,LPS,GABA,Tv57.tif,40,28.38229403226435,0.140932935,4,,,none,,0,0
K1 iba gaba LPS1 hippo,LPS1,LPS,GABA,Tv56.tif,39,11.649112425001556,0.7725910500000002,9,,,none,,0,0
K1 iba gaba LPS1 hippo,LPS1,LPS,GABA,Tv20.tif,21,27.68552959317331,0.18059976000000008,5,122.11981821145984,932.8933915512534,symmetric,810.7735733397936,1,1
K1 iba gaba LPS1 hippo,LPS1,LPS,GABA,Tv21.tif,22,19.75388911746961,0.35436059999999997,7,,,none,,0,0
K1 iba gaba LPS1 hippo,LPS1,LPS,GABA,Tv51.tif,37,17.605746668806148,1.306391625,23,,,none,,0,0
K1 iba gaba LPS1 hippo,LPS1,LPS,GABA,Tv19.tif,19,19.477990819925537,0.30803998499999996,6,,151.22561872454244,asymmetric,,0,1
K1 iba gaba LPS1 hippo,LPS1,LPS,GABA,Tv27.tif,25,7.5336257736186125,0.13273821000000002,1,599.4838529935564,,symmetric,,1,0
K1 iba gaba LPS1 hippo,LPS1,LPS,GABA,Tv12.tif,16,4.94732851433852,0.4042585800000001,2,,,none,,0,0
K1 iba gaba LPS1 hippo,LPS1,LPS,GABA,Tv46.tif,36,10.933926229127744,0.8231260950000004,9,,0.0,asymmetric,,0,1
K1 iba gaba LPS1 hippo,LPS1,LPS,GABA,Tv30.tif,28,5.3085027057571,0.5651311050000001,3,406.537207685163,,symmetric,,1,0
K1 iba gaba LPS1 hippo,LPS1,LPS,GABA,Tv31.tif,29,0.0,0.5406612749999999,0,282.57529648708675,,symmetric,,1,0
K1 iba gaba LPS1 hippo,LPS1,LPS,GABA,Tv17.tif,18,5.39716495560346,0.18528246,1,3.462330423105666,,symmetric,,2,0
K1 iba gaba LPS1 hippo,LPS1,LPS,GABA,Tv16.tif,17,8.909871636593065,0.44894025000000004,4,219.14032034292555,0.0,asymmetric,-219.14032034292555,2,1
K1 iba gaba LPS1 hippo,LPS1,LPS,GABA,Tv29.tif,26,10.45195180270561,0.2870277300000001,3,315.7867006255502,,symmetric,,4,0
K1 iba gaba LPS1 hippo,LPS1,LPS,GABA,Tv55.tif,38,15.659426193309807,1.0217488050000003,16,,299.126288557976,asymmetric,,0,1
K1 iba gaba LPS1 hippo,LPS1,LPS,GABA,Tv22.tif,23,0.0,0.6704101800000002,0,235.96678012834346,,symmetric,,1,0
K1 iba gaba LPS1 hippo,LPS1,LPS,GABA,Tv42.tif,34,2.718367626764209,1.1036034900000005,3,,,none,,0,0
K1 iba gaba LPS1 hippo,LPS1,LPS,GABA,Tv39.tif,33,13.061285051509461,0.3828107250000001,5,,,none,,0,0
K1 iba gaba LPS1 hippo,LPS1,LPS,GABA,Tv38.tif,32,9.576198511818049,0.4177022850000002,4,,,none,,0,0
K1 iba gaba LPS1 hippo,LPS1,LPS,GABA,Tv45.tif,35,3.533157972103705,0.8490987449999997,3,,,none,,0,0
K1 iba gaba LPS1 hippo,LPS1,LPS,GABA,Tv33.tif,30,11.338500325726763,0.7937557650000003,9,32.824829196276184,,symmetric,,1,0
K1 iba gaba LPS1 hippo,LPS1,LPS,GABA,Tv11.tif,15,21.85065188688572,0.09153045000000004,2,,,none,,0,0
K1 iba gaba LPS1 hippo,LPS1,LPS,GABA,Tv58.tif,41,17.406381301229697,0.22980078000000004,4,,,none,,0,0
K1 iba gaba LPS1 hippo,LPS1,LPS,GABA,Tv3.tif,27,7.023752117178381,0.42712213499999996,3,,,none,,0,0
K1 iba gaba LPS1 hippo,LPS1,LPS,GABA,Tv2.tif,20,14.570650947681901,0.48041779500000004,7,,,none,,0,0
K1 iba gaba LPS1 hippo,LPS1,LPS,GABA,Tv9.tif,14,4.958080237281819,0.40338193500000014,2,785.4002325458142,,symmetric,,1,0
K1 iba gaba LPS1 hippo,LPS1,LPS,GABA,Tv25.tif,24,4.492679044716263,0.6677530200000001,3,,,none,,0,0
K2 iba gaba LPS2 hippo,LPS2,LPS,GABA,Tv69.tif,79,0.0,0.17010724500000002,0,,228.54582678446383,asymmetric,,0,5
K2 iba gaba LPS2 hippo,LPS2,LPS,GABA,Tv20.tif,69,10.202048640230787,0.392078115,4,,540.8446472269807,asymmetric,,0,1
K2 iba gaba LPS2 hippo,LPS2,LPS,GABA,Tv21.tif,70,3.3802313389765604,0.2958377400000001,1,,,none,,0,0
K2 iba gaba LPS2 hippo,LPS2,LPS,GABA,Tv15.tif,65,25.39063975335025,0.23630755499999997,6,601.5240144832125,,symmetric,,1,0
K2 iba gaba LPS2 hippo,LPS2,LPS,GABA,Tv7.tif,80,10.622634571651025,0.282415815,3,604.960006485532,,symmetric,,1,0
K2 iba gaba LPS2 hippo,LPS2,LPS,GABA,Tv6.tif,72,12.508977928002261,0.4796554950000001,6,,,none,,0,0
K2 iba gaba LPS2 hippo,LPS2,LPS,GABA,Tv6.tif,73,5.891656907136999,0.16973154000000004,1,,,none,,0,0
K2 iba gaba LPS2 hippo,LPS2,LPS,GABA,Tv63.tif,76,0.0,0.19978794,0,0.0,,symmetric,,2,0
K2 iba gaba LPS2 hippo,LPS2,LPS,GABA,Tv62.tif,75,5.704980402251323,0.17528544,1,,,none,,0,0
K2 iba gaba LPS2 hippo,LPS2,LPS,GABA,Tv19.tif,68,8.172966450503964,0.12235459500000001,1,,,none,,0,0
K2 iba gaba LPS2 hippo,LPS2,LPS,GABA,Tv1.tif,62,3.3219029973098904,0.30103226999999994,1,183.22559017929711,,symmetric,,1,0
K2 iba gaba LPS2 hippo,LPS2,LPS,GABA,Tv65.tif,77,12.267502083558554,0.4890971250000001,6,,,none,,0,0
K2 iba gaba LPS2 hippo,LPS2,LPS,GABA,Tv72.tif,82,0.0,0.06292241999999998,0,,1134.1248334109152,asymmetric,,0,1
K2 iba gaba LPS2 hippo,LPS2,LPS,GABA,Tv17.tif,67,16.199587995878495,0.12345993000000004,2,,,none,,0,0
K2 iba gaba LPS2 hippo,LPS2,LPS,GABA,Tv16.tif,66,0.0,0.203626665,0,,66.41121893174386,asymmetric,,0,1
K2 iba gaba LPS2 hippo,LPS2,LPS,GABA,Tv61.tif,74,9.800319951045438,0.3061124550000001,3,736.9055909680698,,symmetric,,1,0
K2 iba gaba LPS2 hippo,LPS2,LPS,GABA,Tv77.tif,83,8.671794333343152,0.5765819399999998,5,,,none,,0,0
K2 iba gaba LPS2 hippo,LPS2,LPS,GABA,Tv70.tif,81,0.0,0.27401418,0,,,none,,0,0
K2 iba gaba LPS2 hippo,LPS2,LPS,GABA,Tv10.tif,63,8.074154977106945,0.12385196999999999,1,,527.0453508063929,asymmetric,,0,1
K2 iba gaba LPS2 hippo,LPS2,LPS,GABA,Tv11.tif,64,30.87568156909229,0.16193974499999983,5,405.8463379162119,,symmetric,,1,0
K2 iba gaba LPS2 hippo,LPS2,LPS,GABA,Tv3.tif,71,0.0,0.19494733500000005,0,,,none,,0,0
K2 iba gaba LPS2 hippo,LPS2,LPS,GABA,Tv67.tif,78,12.661477360170606,0.15795944999999995,2,614.9787069484601,,symmetric,,1,0
